제안ID,제안제목,제안본문내용,등록일자,연도,공감수,댓글수,답변여부,자치구,임시_대분류,임시_중분류,임시_세분류,임시_생애주기,임시_담당부서,원문URL,우리기준_대분류,우리기준_중분류,우리기준_소분류,출산양육_관련도,필터근거_키워드,분류근거_키워드,분류신뢰도
PROP-199271,서울형 키즈카페 거주지 확인 내역의 내부 공유를 요청 드립니다.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199271,2025-04-12,2025,2.0,0,N,미상,다자녀·양육비·생활지원,지역 간 혜택 형평성,다자녀 지역 형평성,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199271,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,출산양육 후보,키즈,키즈카페,중
PROP-199198,서울동행맵에서 장애인 임산부 정책 확인할 수 있게 개선,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199198,2025-04-09,2025,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199198,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산",상
PROP-199193,서울시 신혼부부 전세대출 이자지원 사업 관련,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199193,2025-04-08,2025,1.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199193,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,출산양육 후보,"신혼부부, 신혼, 부부","신혼부부, 신혼, 전세",상
PROP-199081,시립 강아지 유치원 설립 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199081,2025-03-31,2025,4.0,1,N,미상,보육·돌봄 인프라,어린이집·유치원,어린이집 운영·확충,영유아·초등 돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199081,보육·돌봄 인프라,어린이집·유치원,어린이집·유치원 운영 개선,출산양육 후보,유치원,유치원,중
PROP-199076,신생아를 보려면 백일해 예방접종을 해야 합니다,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199076,2025-03-31,2025,1.0,0,N,미상,출산·산후 초기지원,산후조리·도우미,산후조리·산모 회복 지원,출산 직후,가족건강팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199076,출산·산후 초기지원,출생축하·신생아 초기지원,신생아 초기지원,출산양육 후보,신생아,신생아,중
PROP-199068,신생아 특례 평수제한 해제,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199068,2025-03-30,2025,0.0,0,N,미상,출산·산후 초기지원,산후조리·도우미,산후조리·산모 회복 지원,출산 직후,가족건강팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199068,출산·산후 초기지원,출생축하·신생아 초기지원,신생아 초기지원,출산양육 후보,신생아,신생아,중
PROP-199042,임산부석 뱃지 알리미를 제안합니다,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199042,2025-03-28,2025,0.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199042,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산, 임산부석, 뱃지",상
PROP-198897,서울시 초등학생 대중교통 무료정책 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198897,2025-03-25,2025,1.0,1,N,미상,보육·돌봄 인프라,초등돌봄·방과후·키움센터,초등 방과후·늘봄,영유아·초등 돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198897,보육·돌봄 인프라,초등돌봄·방과후·키움센터,초등 방과후·늘봄,출산양육 후보,초등학생,"초등학생, 초등",상
PROP-198759,신혼부부 주거 지원정책,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198759,2025-03-18,2025,2.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198759,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,출산양육 후보,"신혼부부, 신혼, 부부","신혼부부, 신혼",상
PROP-198762,송파산모건강증진센터 면회관련 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198762,2025-03-18,2025,4.0,1,N,미상,출산·산후 초기지원,산후조리·도우미,산후조리·산모 회복 지원,출산 직후,가족건강팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198762,출산·산후 초기지원,산후조리·도우미,산후조리·산모 회복 지원,출산양육 후보,산모,산모,중
PROP-198739,지하철 노약자석 및 임산부석의 필요성에 대한 재고,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198739,2025-03-17,2025,1.0,2,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198739,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산, 임산부석",상
PROP-198748,순직공무원 유족 자녀에게 서울시 학습플랫폼(서울런) 이용 지원,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198748,2025-03-17,2025,60.0,8,Y,미상,다자녀·양육비·생활지원,교육비·서울런,서울런·교육비 지원,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198748,정보·상담·교육·거버넌스,정보 통합·앱·플랫폼,출산양육 정보 통합 플랫폼,출산양육 후보,자녀,플랫폼,중
PROP-198658,"지하철 장애인석(임산부, 경로석) 에 대한 정책 제안",https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198658,2025-03-13,2025,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198658,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산",상
PROP-198625,서울형 키즈카페 운영시간 개선,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198625,2025-03-11,2025,0.0,0,N,미상,정보·상담·교육·거버넌스,신청·서류·기준 개선,출산정책 소급·기준 개선,공통 행정·정보,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198625,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,출산양육 후보,키즈,키즈카페,중
PROP-198434,자녀가 있는가정 가족과 함께하는 문화생활,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198434,2025-03-02,2025,0.0,0,N,미상,다자녀·양육비·생활지원,생활비·공공요금·문화비,양육 생활비 부담 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198434,보육·돌봄 인프라,어린이·아동 생활환경,아동친화 환경·시설,출산양육 후보,자녀,자녀,하
PROP-198432,"하위계층, 한부모가정 지원혜택 철저히 조사",https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198432,2025-03-01,2025,0.0,0,N,미상,취약·다양가족 사각지대,한부모·미혼모/부,한부모·미혼모 지원,사각지대 보호,가족지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198432,취약·다양가족 사각지대,한부모·미혼모/부,한부모·미혼부모 지원,출산양육 후보,한부모,한부모,중
PROP-198258,임산부 교통비 지원 확대,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198258,2025-02-20,2025,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198258,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산",상
PROP-198142,신혼부부 답답,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198142,2025-02-14,2025,0.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198142,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,출산양육 후보,"신혼부부, 신혼, 부부","신혼부부, 신혼",상
PROP-198063,자녀수와 연계한 보증금지원형 장기안심주택 지원 세분화,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198063,2025-02-11,2025,2.0,1,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198063,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,출산양육 후보,자녀,주택,중
PROP-197873,청년안심주택 반려동물 양육 및 출입금지 규정 폐지 요청드립니다.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197873,2025-02-03,2025,85.0,14,Y,미상,다자녀·양육비·생활지원,생활비·공공요금·문화비,양육 생활비 부담 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197873,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,출산양육 후보,양육,주택,중
PROP-197755,키움센터 추가 개소는 어려울까요,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197755,2025-01-23,2025,0.0,0,N,미상,보육·돌봄 인프라,초등돌봄·방과후·키움센터,초등 방과후·늘봄,영유아·초등 돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197755,보육·돌봄 인프라,초등돌봄·방과후·키움센터,초등 방과후·늘봄,출산양육 후보,키움센터,키움센터,중
PROP-197723,임산부 시내버스 탑승 편의 개선 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197723,2025-01-16,2025,1.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197723,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산",상
PROP-197624,다둥이행복카드 소지 대상자 키즈카페머니 바우처 지급,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197624,2024-12-25,2024,32.0,0,N,미상,임신·난임·생식건강,난임 시술비·횟수·나이 제한,난임 시술 제한 완화,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197624,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,출산양육 후보,키즈,키즈카페,중
PROP-197619,지하철 임산부석 해결 방안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197619,2024-12-24,2024,3.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197619,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산, 임산부석",상
PROP-197605,서울시 신혼부부 전세대출 소급적용 요청,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197605,2024-12-19,2024,1.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197605,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,출산양육 후보,"신혼부부, 신혼, 부부","신혼부부, 신혼, 전세",상
PROP-197539,임산부석 이용 증진 관련,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197539,2024-12-06,2024,1.0,2,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197539,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산, 임산부석",상
PROP-197532,무용지물인 버스 임산부석 이용 개선 - 임산부벨 도입,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197532,2024-12-05,2024,4.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197532,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산, 임산부석",상
PROP-197512,신혼부부 전세대출 개선,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197512,2024-12-02,2024,0.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197512,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,출산양육 후보,"신혼부부, 신혼, 부부","신혼부부, 신혼, 전세",상
PROP-197461,아동급식카드,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197461,2024-11-21,2024,0.0,0,N,미상,다자녀·양육비·생활지원,생활비·공공요금·문화비,양육 생활비 부담 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197461,다자녀·양육비·생활지원,생활비·공공요금·문화비,양육 생활비 부담 완화,출산양육 후보,아동,급식,중
PROP-197394,신월 3동 남부어린이공원 놀이터 재정비 요청의 건,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197394,2024-11-10,2024,2.0,0,N,미상,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197394,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,출산양육 후보,어린이,"놀이터, 어린이공원",상
