제안ID,제안제목,제안본문내용,등록일자,연도,공감수,댓글수,답변여부,원문URL,분류근거_키워드,분류신뢰도,출산양육관련여부,수집방식
PROP-187366,동네 나눔 육아 50+어벤져스,동네 나눔 육아 50+어벤져스,2020-05-19,2020,3.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=187366,직접키워드 (육아),상,직접관련,ver1 수집
PROP-187148,난임부부 180%추가 지원,난임부부 180%추가 지원,2020-04-26,2020,5.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=187148,직접키워드 (난임),상,직접관련,ver1 수집
PROP-187052,"저소득, 다자녀 가구에 매트 제공","저소득, 다자녀 가구에 매트 제공",2020-04-15,2020,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=187052,직접키워드 (다자녀),상,직접관련,ver1 수집
PROP-187005,"서울특별시 신혼부부 전세대출제도에서, 장기전세도 지원에 포함시켜주세요.","서울특별시 신혼부부 전세대출제도에서, 장기전세도 지원에 포함시켜주세요.",2020-04-09,2020,7.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=187005,직접키워드 (신혼부부),상,직접관련,ver1 수집
PROP-186943,초등 온라인개학이 직장부모 자녀의 교육 불평등이 이어지지 않을 대책이 필요합니다.,초등 온라인개학이 직장부모 자녀의 교육 불평등이 이어지지 않을 대책이 필요합니다.,2020-04-05,2020,66.0,2,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186943,조합규칙 (교육|학습|강좌+유아|초등돌봄|자녀|부모교육|아빠교육),중,조합관련,ver1 수집
PROP-186877,서울숲 주차장 부지  신혼희망타운이나 역세권 청년주택으로,서울숲 주차장 부지  신혼희망타운이나 역세권 청년주택으로,2020-04-01,2020,5.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186877,조합규칙 (주거|임대|전세|월세|주택|대출+출산|신혼|신생아|자녀|다자녀|양육),중,조합관련,ver1 수집
PROP-186769,서울시 장애인시설 임산부 종사자 재택근무,서울시 장애인시설 임산부 종사자 재택근무,2020-03-24,2020,2.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186769,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-186658,2020년 신혼부부 전세자금 대출 이자 지원 기준 변경 제안,2020년 신혼부부 전세자금 대출 이자 지원 기준 변경 제안,2020-03-13,2020,1.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186658,직접키워드 (신혼부부),상,직접관련,ver1 수집
PROP-186632,구별로 영유아 마스크 공급 동일하게해주세요,구별로 영유아 마스크 공급 동일하게해주세요,2020-03-11,2020,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186632,직접키워드 (영유아),상,직접관련,ver1 수집
PROP-186619,임산부들을 위한 마스크 무료 제공 제안,임산부들을 위한 마스크 무료 제공 제안,2020-03-11,2020,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186619,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-186586,보육원 졸업생 대상 직업군인 되기 캠페인,보육원 졸업생 대상 직업군인 되기 캠페인,2020-03-09,2020,5.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186586,직접키워드 (보육),상,직접관련,ver1 수집
PROP-186511,코로나 19 임산부 및 노약자 재택근무 요청드립니다.,코로나 19 임산부 및 노약자 재택근무 요청드립니다.,2020-02-29,2020,6.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186511,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-186464,산후도우미 사용기간 예외적용(코로나 상황),산후도우미 사용기간 예외적용(코로나 상황),2020-02-24,2020,15.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186464,직접키워드 (산후),상,직접관련,ver1 수집
PROP-186461,어린이집은 입학연기가 없는건가요?,어린이집은 입학연기가 없는건가요?,2020-02-23,2020,4.0,0,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186461,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-186393,신혼부부 전세 혜택 기준,신혼부부 전세 혜택 기준,2020-02-06,2020,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186393,직접키워드 (신혼부부),상,직접관련,ver1 수집
PROP-186295,"박물관, 미술관, 도서관등 아이들이 이용하는 공공시설에 공기청정기 설치","박물관, 미술관, 도서관등 아이들이 이용하는 공공시설에 공기청정기 설치",2020-01-10,2020,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186295,조합규칙 (공원|시설|편의|놀이+아이|유아|영유아|키즈|유모차|양육),중,조합관련,ver1 수집
PROP-186290,2020 난임부부 시술비 지원정책 수정이 필요합니다.,2020 난임부부 시술비 지원정책 수정이 필요합니다.,2020-01-07,2020,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186290,직접키워드 (난임),상,직접관련,ver1 수집
PROP-186264,지하철내 임산부석 개선,지하철내 임산부석 개선,2019-12-30,2019,0.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186264,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-186240,청량리 한양수자인 교육연구 및 노유자시설에 국공립 유치원 설립을 부탁드립니다.,청량리 한양수자인 교육연구 및 노유자시설에 국공립 유치원 설립을 부탁드립니다.,2019-12-24,2019,550.0,560,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186240,직접키워드 (유치원),상,직접관련,ver1 수집
PROP-186221,출산율 관련 정책 제안,출산율 관련 정책 제안,2019-12-21,2019,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186221,직접키워드 (출산),상,직접관련,ver1 수집
PROP-186201,"지하철역 위의 임대아파트 건설 후 청년, 신혼부분에게 임대","지하철역 위의 임대아파트 건설 후 청년, 신혼부분에게 임대",2019-12-17,2019,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186201,조합규칙 (주거|임대|전세|월세|주택|대출+출산|신혼|신생아|자녀|다자녀|양육),중,조합관련,ver1 수집
PROP-186199,임산부석을 마냥 비워두지 않는 방법,임산부석을 마냥 비워두지 않는 방법,2019-12-17,2019,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186199,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-186176,지하철 임신부 배려석 운영 개선방안에 대한 제안,지하철 임신부 배려석 운영 개선방안에 대한 제안,2019-12-12,2019,1.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186176,직접키워드 (임신),상,직접관련,ver1 수집
PROP-186118,대중교통 임산부석 자리를 비워주세요,대중교통 임산부석 자리를 비워주세요,2019-12-07,2019,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186118,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-185985,어린이집/유치원 지원정책 확대,어린이집/유치원 지원정책 확대,2019-12-06,2019,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185985,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-185984,난임부부를 위한 친구 만들기,난임부부를 위한 친구 만들기,2019-12-06,2019,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185984,직접키워드 (난임),상,직접관련,ver1 수집
PROP-185835,임산부석 홍보 캠페인 더 적극적으로 해주세요.,임산부석 홍보 캠페인 더 적극적으로 해주세요.,2019-12-05,2019,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185835,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-185816,임산부석을 늘려주세요,임산부석을 늘려주세요,2019-12-05,2019,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185816,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-185814,임산부 배지 홍보를 더 늘려주세요,임산부 배지 홍보를 더 늘려주세요,2019-12-05,2019,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185814,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-185793,워킹맘에게 어린이집에서 전화올 때 달려가 줄 수 있는 돌보미 서비스는 없을까요?,워킹맘에게 어린이집에서 전화올 때 달려가 줄 수 있는 돌보미 서비스는 없을까요?,2019-12-05,2019,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185793,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-185784,지하철 임산부 좌석을 비워두는 의식을 키울수 있도록,지하철 임산부 좌석을 비워두는 의식을 키울수 있도록,2019-12-05,2019,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185784,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-185758,임산부를 위한 프로그램이 부족합니다.,임산부를 위한 프로그램이 부족합니다.,2019-12-05,2019,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185758,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-185646,서울시 -저소득층 임산부와 그 남편을 대상으로 하는 임산부들의 산후우울증 예방 프로그램에 대하여  제안합니다,서울시 -저소득층 임산부와 그 남편을 대상으로 하는 임산부들의 산후우울증 예방 프로그램에 대하여  제안합니다,2019-11-28,2019,60.0,16,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185646,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-185569,규모가 큰 공원 내 시립어린이집+유치원 설립 및 운영,규모가 큰 공원 내 시립어린이집+유치원 설립 및 운영,2019-11-13,2019,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185569,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-185511,어린이대공원을 아이들과 미래세대를 위한 &#39;지혜의 바다&#39;로 만들어주세요!!!,어린이대공원을 아이들과 미래세대를 위한 &#39;지혜의 바다&#39;로 만들어주세요!!!,2019-10-30,2019,3.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185511,조합규칙 (공원|시설|편의|놀이+아이|유아|영유아|키즈|유모차|양육),중,조합관련,ver1 수집
PROP-185502,주차공간을 크게 법 개정을 통해 임산부나 비만인들 쉽게 하자,주차공간을 크게 법 개정을 통해 임산부나 비만인들 쉽게 하자,2019-10-29,2019,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185502,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-185480,"아동 양육 수당을 현금 지급이 아닌 바우처나 쿠폰, 공공시설 이용 포인트로 전환해주세요","아동 양육 수당을 현금 지급이 아닌 바우처나 쿠폰, 공공시설 이용 포인트로 전환해주세요",2019-10-24,2019,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185480,직접키워드 (양육),상,직접관련,ver1 수집
PROP-185430,"서울시 신혼부부 전세자금 대출, 신혼부부를 위한 대출인가 저소득자를 위한 대출인가?","서울시 신혼부부 전세자금 대출, 신혼부부를 위한 대출인가 저소득자를 위한 대출인가?",2019-10-18,2019,3.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185430,직접키워드 (신혼부부),상,직접관련,ver1 수집
PROP-185295,육아휴직 2년으로,육아휴직 2년으로,2019-09-24,2019,11.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185295,직접키워드 (육아),상,직접관련,ver1 수집
PROP-185291,시가 직접 운영하는 산후조리원 건립을 제안합니다,시가 직접 운영하는 산후조리원 건립을 제안합니다,2019-09-24,2019,9.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185291,직접키워드 (산후),상,직접관련,ver1 수집
PROP-185286,조부모 공동육아 및 조부모 육아교실,조부모 공동육아 및 조부모 육아교실,2019-09-24,2019,9.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185286,직접키워드 (육아),상,직접관련,ver1 수집
PROP-185280,조부모육아경제지원,조부모육아경제지원,2019-09-24,2019,48.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185280,직접키워드 (육아),상,직접관련,ver1 수집
PROP-185277,조부모육아경제적지원해주세요,조부모육아경제적지원해주세요,2019-09-24,2019,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185277,직접키워드 (육아),상,직접관련,ver1 수집
PROP-185272,조부모 육아,조부모 육아,2019-09-24,2019,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185272,직접키워드 (육아),상,직접관련,ver1 수집
PROP-185260,"임산부에게 지하철 무임승차권을 지급하자,,,","임산부에게 지하철 무임승차권을 지급하자,,,",2019-09-21,2019,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185260,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-185243,어린이집 학교급식 식자재에 팜유 함유된 제품을 제한해주세요,어린이집 학교급식 식자재에 팜유 함유된 제품을 제한해주세요,2019-09-20,2019,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185243,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-185220,10월1일부터 개정되는 육아휴직관련법안관련,10월1일부터 개정되는 육아휴직관련법안관련,2019-09-18,2019,5.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185220,직접키워드 (육아),상,직접관련,ver1 수집
PROP-185126,유아 동반 차량 주차 편의 제공 요청,유아 동반 차량 주차 편의 제공 요청,2019-08-28,2019,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185126,조합규칙 (공원|시설|편의|놀이+아이|유아|영유아|키즈|유모차|양육),중,조합관련,ver1 수집
PROP-185120,지하철 임산부 배려석 캠페인 소음 폭력 개선,지하철 임산부 배려석 캠페인 소음 폭력 개선,2019-08-27,2019,3.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185120,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-185087,지하철 임산부배려석 재명명 해주세요!,지하철 임산부배려석 재명명 해주세요!,2019-08-20,2019,3.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185087,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-185086,지하철 임산부 좌석 글귀,지하철 임산부 좌석 글귀,2019-08-20,2019,2.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185086,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-185076,임산부임을 알리는 가방고리를 옷에 달 수 있는 뱃지형태로도 제작하는 것은 어떨까 제안합니다,임산부임을 알리는 가방고리를 옷에 달 수 있는 뱃지형태로도 제작하는 것은 어떨까 제안합니다,2019-08-19,2019,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185076,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-185071,임산부배려석 관련 의견입니다.,임산부배려석 관련 의견입니다.,2019-08-18,2019,3.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185071,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-185069,임산부배려석 알리미,임산부배려석 알리미,2019-08-18,2019,11.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185069,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-184899,무료로 아이들이 놀수 있는 시설을 마련해주세요.,무료로 아이들이 놀수 있는 시설을 마련해주세요.,2019-07-31,2019,28.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184899,조합규칙 (공원|시설|편의|놀이+아이|유아|영유아|키즈|유모차|양육),중,조합관련,ver1 수집
PROP-184898,아이들을 위한 놀이공간이 필요합니다,아이들을 위한 놀이공간이 필요합니다,2019-07-31,2019,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184898,조합규칙 (공원|시설|편의|놀이+아이|유아|영유아|키즈|유모차|양육),중,조합관련,ver1 수집
PROP-184891,아파트 놀이터를 모든 아이들이 이용할수 있게 해주세요.,아파트 놀이터를 모든 아이들이 이용할수 있게 해주세요.,2019-07-31,2019,7.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184891,조합규칙 (공원|시설|편의|놀이+아이|유아|영유아|키즈|유모차|양육),중,조합관련,ver1 수집
