제안ID,제안제목,제안본문내용,등록일자,연도,공감수,댓글수,답변여부,원문URL,분류근거_키워드,분류신뢰도,출산양육관련여부,수집방식
PROP-184659,임산부 배려석과 국민행복카드 연계 및 지하철 앱 활용,임산부 배려석과 국민행복카드 연계 및 지하철 앱 활용,2019-06-22,2019,5.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184659,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-184649,공영주차장에 아파트를  건축하여 저소득층이나 신혼부부에게 저렴하게 분양하자,공영주차장에 아파트를  건축하여 저소득층이나 신혼부부에게 저렴하게 분양하자,2019-06-20,2019,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184649,직접키워드 (신혼부부),상,직접관련,ver1 수집
PROP-184604,동성연애 시청앞 대형행사  출산감소 부채질,동성연애 시청앞 대형행사  출산감소 부채질,2019-06-07,2019,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184604,직접키워드 (출산),상,직접관련,ver1 수집
PROP-184600,서울지하철 내 임산부배려석에 ‘테디베어’ 곰 인형 설치를 확대해주세요.,서울지하철 내 임산부배려석에 ‘테디베어’ 곰 인형 설치를 확대해주세요.,2019-06-06,2019,1.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184600,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-184573,육아 우수기업 서울시 인증제도 도입,육아 우수기업 서울시 인증제도 도입,2019-05-31,2019,37.0,4,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184573,직접키워드 (육아),상,직접관련,ver1 수집
PROP-184570,살림.육아에 대한 정보를 공공장소에 노출시켜주세요,살림.육아에 대한 정보를 공공장소에 노출시켜주세요,2019-05-31,2019,13.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184570,직접키워드 (육아),상,직접관련,ver1 수집
PROP-184569,“공동육아”를 기업법정 교육시간에 포함시켜주세요.,“공동육아”를 기업법정 교육시간에 포함시켜주세요.,2019-05-31,2019,11.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184569,직접키워드 (육아),상,직접관련,ver1 수집
PROP-184568,공동육아  참여하는 부모님들 위한 심리 프로그램 마련해주세요!,공동육아  참여하는 부모님들 위한 심리 프로그램 마련해주세요!,2019-05-31,2019,13.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184568,직접키워드 (육아),상,직접관련,ver1 수집
PROP-184567,공동육아를 위한 교육이 필요해요,공동육아를 위한 교육이 필요해요,2019-05-31,2019,9.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184567,직접키워드 (육아),상,직접관련,ver1 수집
PROP-184566,각 지역 공동육아 단체들과 교류할수 있게 해주세요,각 지역 공동육아 단체들과 교류할수 있게 해주세요,2019-05-31,2019,7.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184566,직접키워드 (육아),상,직접관련,ver1 수집
PROP-184557,"서울의료원 공공난임센터 신설을 반대합니다, 누구를 위한 정책인가요?","서울의료원 공공난임센터 신설을 반대합니다, 누구를 위한 정책인가요?",2019-05-29,2019,722.0,470,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184557,직접키워드 (난임),상,직접관련,ver1 수집
PROP-184534,지하철 임산부 배려석 도우미 &#39;Pink Voice&#39; 도입,지하철 임산부 배려석 도우미 &#39;Pink Voice&#39; 도입,2019-05-23,2019,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184534,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-184476,"지하철 임산부배려석 위치 통일, 플랫폼(스크린도어)에 임산부배려석 위치 표시","지하철 임산부배려석 위치 통일, 플랫폼(스크린도어)에 임산부배려석 위치 표시",2019-05-09,2019,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184476,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-184454,임산부 배려석 없애주세요,임산부 배려석 없애주세요,2019-05-03,2019,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184454,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-184433,임산부 배려석 관련 제안드립니다,임산부 배려석 관련 제안드립니다,2019-04-28,2019,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184433,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-184423,지하철 임산부석을 없애주세요.,지하철 임산부석을 없애주세요.,2019-04-26,2019,5.0,4,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184423,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-184410,임산부 배려&#39;칸&#39; 신설 제안,임산부 배려&#39;칸&#39; 신설 제안,2019-04-23,2019,0.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184410,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-184408,공공  육아 기관을 대폭 증설하여 육아 문제를 개선해야한다.,공공  육아 기관을 대폭 증설하여 육아 문제를 개선해야한다.,2019-04-23,2019,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184408,직접키워드 (육아),상,직접관련,ver1 수집
PROP-184404,다자녀혜택 경기도와 교류~,다자녀혜택 경기도와 교류~,2019-04-22,2019,1.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184404,직접키워드 (다자녀),상,직접관련,ver1 수집
PROP-184312,중소기업에 재직하는 미혼여성들이 출산.육아휴직을 사용할수 있도록 법적으로 제도화시켰으면,중소기업에 재직하는 미혼여성들이 출산.육아휴직을 사용할수 있도록 법적으로 제도화시켰으면,2019-04-08,2019,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184312,직접키워드 (출산),상,직접관련,ver1 수집
PROP-184264,아이들의 놀이공간,아이들의 놀이공간,2019-04-06,2019,1.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184264,조합규칙 (공원|시설|편의|놀이+아이|유아|영유아|키즈|유모차|양육),중,조합관련,ver1 수집
PROP-184175,아동양육시설 등 퇴소생을 위한 금융교육 등 자립 지원 방안,아동양육시설 등 퇴소생을 위한 금융교육 등 자립 지원 방안,2019-03-25,2019,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184175,직접키워드 (양육),상,직접관련,ver1 수집
PROP-184170,보호종료아동들(보육원 퇴소 아동들)을 위한 지원 확대를 제안합니다.,보호종료아동들(보육원 퇴소 아동들)을 위한 지원 확대를 제안합니다.,2019-03-24,2019,4.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184170,직접키워드 (보육),상,직접관련,ver1 수집
PROP-184163,임산부 배려의 끝판왕,임산부 배려의 끝판왕,2019-03-23,2019,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184163,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-184161,다자녀공영주차장할인제도개선사항,다자녀공영주차장할인제도개선사항,2019-03-22,2019,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184161,직접키워드 (다자녀),상,직접관련,ver1 수집
PROP-184107,지하철 등에 임산부/노약자 전용석 아이디어 제안 합니다.,지하철 등에 임산부/노약자 전용석 아이디어 제안 합니다.,2019-03-14,2019,0.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184107,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-183929,저출산 극복을 위한 청춘남녀 사랑찾기 행사제안,저출산 극복을 위한 청춘남녀 사랑찾기 행사제안,2019-02-27,2019,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183929,직접키워드 (출산),상,직접관련,ver1 수집
PROP-183875,영유아 놀이장난감 대여사업 추진,영유아 놀이장난감 대여사업 추진,2019-02-20,2019,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183875,직접키워드 (영유아),상,직접관련,ver1 수집
PROP-183833,임산부 지하철 조끼,임산부 지하철 조끼,2019-02-18,2019,4.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183833,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-183817,시내버스 임산부석 가방걸이 설치,시내버스 임산부석 가방걸이 설치,2019-02-15,2019,11.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183817,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-183782,"이야기&아트 할머니, 할아버지를 선정하여 어린이집 파견","이야기&아트 할머니, 할아버지를 선정하여 어린이집 파견",2019-02-11,2019,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183782,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-183638,임산부교통카드,임산부교통카드,2019-01-14,2019,12.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183638,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-183631,저출산 양극화 문제해결,저출산 양극화 문제해결,2019-01-13,2019,0.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183631,직접키워드 (출산),상,직접관련,ver1 수집
PROP-183623,맞벌이 부부를 위한 보육 정책제안,맞벌이 부부를 위한 보육 정책제안,2019-01-10,2019,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183623,직접키워드 (보육),상,직접관련,ver1 수집
PROP-183574,지하철 임산부배려석,지하철 임산부배려석,2018-12-31,2018,3.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183574,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-183550,보건소에서도  난임주사를..,보건소에서도  난임주사를..,2018-12-24,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183550,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183549,난임지원해주세요,난임지원해주세요,2018-12-24,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183549,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183490,난임지원받게해주세요,난임지원받게해주세요,2018-12-22,2018,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183490,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183452,임산부가 살만한 세상 만들기,임산부가 살만한 세상 만들기,2018-12-21,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183452,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-183450,난임 &gt;&gt; 꼭 혼인신고 제한을 둬야 하나??,난임 &gt;&gt; 꼭 혼인신고 제한을 둬야 하나??,2018-12-21,2018,1.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183450,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183446,보건소난임주사찬성,보건소난임주사찬성,2018-12-21,2018,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183446,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183428,보건소에서 난임환자 주사 맞게 해주세요,보건소에서 난임환자 주사 맞게 해주세요,2018-12-20,2018,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183428,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183419,보건소에서난임주사,보건소에서난임주사,2018-12-19,2018,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183419,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183412,난임 주사 보건소,난임 주사 보건소,2018-12-18,2018,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183412,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183409,난임관련 비급여주사,난임관련 비급여주사,2018-12-18,2018,1.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183409,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183408,난임정책..,난임정책..,2018-12-18,2018,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183408,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183407,난임정책 ..,난임정책 ..,2018-12-18,2018,1.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183407,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183387,난임부부들을 위하누정책에 힘써주세요,난임부부들을 위하누정책에 힘써주세요,2018-12-16,2018,1.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183387,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183374,난임주사 보건소 찬성합니다,난임주사 보건소 찬성합니다,2018-12-15,2018,1.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183374,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183353,다자녀 전용주차장 설치,다자녀 전용주차장 설치,2018-12-12,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183353,직접키워드 (다자녀),상,직접관련,ver1 수집
PROP-183344,전철 임산부 보호석 보완,전철 임산부 보호석 보완,2018-12-12,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183344,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-183322,보건소에서 난임관련주사를 맞게해주세요.,보건소에서 난임관련주사를 맞게해주세요.,2018-12-10,2018,3.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183322,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183275,보건소에서난임관련주사를맞게해주세요,보건소에서난임관련주사를맞게해주세요,2018-12-05,2018,22.0,4,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183275,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183273,난임정책.  바우처,난임정책.  바우처,2018-12-05,2018,19.0,8,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183273,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183253,난임바우처. 나이제한없애주세요,난임바우처. 나이제한없애주세요,2018-12-04,2018,52.0,16,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183253,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183248,보건소 난임주사,보건소 난임주사,2018-12-03,2018,20.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183248,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183243,난임시술횟수제한나이제한철페,난임시술횟수제한나이제한철페,2018-12-03,2018,62.0,22,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183243,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183237,난임시술횟수제한나이제한철페,난임시술횟수제한나이제한철페,2018-12-03,2018,45.0,9,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183237,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183223,난임정책 참여합니다,난임정책 참여합니다,2018-12-02,2018,32.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183223,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183217,난임시술횟수제한나이제한철페,난임시술횟수제한나이제한철페,2018-12-02,2018,40.0,3,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183217,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183208,난임지원부탁드립니다,난임지원부탁드립니다,2018-12-01,2018,78.0,9,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183208,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183203,보건소에서도 난임주사맞게해주세요!!!,보건소에서도 난임주사맞게해주세요!!!,2018-12-01,2018,65.0,6,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183203,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183202,난임주사 보건소에서,난임주사 보건소에서,2018-12-01,2018,61.0,5,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183202,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183197,난임부부주사,난임부부주사,2018-11-30,2018,36.0,3,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183197,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183196,보건소에서 난임주사를 맞게해주세요,보건소에서 난임주사를 맞게해주세요,2018-11-30,2018,39.0,3,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183196,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183193,난임에 대한  지원이 부족합니다.,난임에 대한  지원이 부족합니다.,2018-11-30,2018,52.0,4,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183193,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183190,보건소에서 난임주사 허용해주세요,보건소에서 난임주사 허용해주세요,2018-11-30,2018,39.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183190,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183187,난임지원. 현실적인 대안이 필요합니다..,난임지원. 현실적인 대안이 필요합니다..,2018-11-30,2018,44.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183187,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183186,난임주사 보건소에서 맞게해주세요,난임주사 보건소에서 맞게해주세요,2018-11-30,2018,38.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183186,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183174,난임환자를위해 힘써주세요,난임환자를위해 힘써주세요,2018-11-30,2018,132.0,24,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183174,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183171,난임정책(첫아이 만큼 바우처 실행해주세요),난임정책(첫아이 만큼 바우처 실행해주세요),2018-11-30,2018,192.0,40,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183171,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183170,난임부부 바우처,난임부부 바우처,2018-11-30,2018,101.0,9,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183170,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183167,난임정책관련,난임정책관련,2018-11-29,2018,83.0,7,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183167,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183163,난임지원정책,난임지원정책,2018-11-29,2018,77.0,9,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183163,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183162,난임 주사 보건소,난임 주사 보건소,2018-11-29,2018,71.0,9,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183162,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183154,대중교통 임산부 배려석을 위한 제안,대중교통 임산부 배려석을 위한 제안,2018-11-29,2018,14.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183154,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-183153,난임개선문제요청,난임개선문제요청,2018-11-29,2018,120.0,11,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183153,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183140,난임지원 횟수 철폐해 주세요~,난임지원 횟수 철폐해 주세요~,2018-11-28,2018,212.0,29,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183140,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183131,난임여성의 허가외 처방을 담당주치의재량으로할 수 있도록 법률을 개정해주세요.,난임여성의 허가외 처방을 담당주치의재량으로할 수 있도록 법률을 개정해주세요.,2018-11-27,2018,614.0,96,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183131,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183130,난임지원 나이제한 철폐해주세요,난임지원 나이제한 철폐해주세요,2018-11-27,2018,757.0,212,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183130,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183127,"보건소에서 난임과 임신,출산 업무 공간을 분리해주세요","보건소에서 난임과 임신,출산 업무 공간을 분리해주세요",2018-11-27,2018,342.0,28,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183127,직접키워드 (출산),상,직접관련,ver1 수집
PROP-183126,보건소 산전검사 중 난임검사 항목 추가 요청,보건소 산전검사 중 난임검사 항목 추가 요청,2018-11-27,2018,364.0,52,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183126,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183124,보건소 난임당담파트를 따로 해주세요,보건소 난임당담파트를 따로 해주세요,2018-11-27,2018,372.0,41,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183124,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183123,"각 구마다 다른 혜택, 서울시에서 난임 관련 혜택을 동일하게 적용받을 수 있게 해주세요!","각 구마다 다른 혜택, 서울시에서 난임 관련 혜택을 동일하게 적용받을 수 있게 해주세요!",2018-11-27,2018,289.0,17,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183123,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183122,보건소에서 난임주사를 맞을 수 있으면 좋을 것 같아요!,보건소에서 난임주사를 맞을 수 있으면 좋을 것 같아요!,2018-11-27,2018,459.0,85,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183122,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183121,보건소에서 난임심리 상담 및 배우자 난임 교육 부탁드립니다,보건소에서 난임심리 상담 및 배우자 난임 교육 부탁드립니다,2018-11-27,2018,299.0,24,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183121,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183075,다둥이맘카드,다둥이맘카드,2018-11-22,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183075,직접키워드 (다둥이),상,직접관련,ver1 수집
PROP-183047,지하철 임산부 배려석 활성화 방안(임산부카드+교통카드),지하철 임산부 배려석 활성화 방안(임산부카드+교통카드),2018-11-19,2018,1.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183047,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-183038,지하철 임산부좌석(핑크카펫)의 수를 줄여주세요,지하철 임산부좌석(핑크카펫)의 수를 줄여주세요,2018-11-18,2018,10.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183038,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-183033,난임부부지원해주세요,난임부부지원해주세요,2018-11-16,2018,164.0,58,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183033,직접키워드 (난임),상,직접관련,ver1 수집
PROP-183004,"미혼세,무자녀교육세 신설 제안","미혼세,무자녀교육세 신설 제안",2018-11-13,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183004,조합규칙 (교육|학습|강좌+유아|초등돌봄|자녀|부모교육|아빠교육),중,조합관련,ver1 수집
PROP-182914,키움센터 반대,키움센터 반대,2018-11-06,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182914,직접키워드 (키움센터),상,직접관련,ver1 수집
PROP-182912,키움센터 밤대,키움센터 밤대,2018-11-06,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182912,직접키워드 (키움센터),상,직접관련,ver1 수집
PROP-182901,어르신 어린이집 하원 도우미,어르신 어린이집 하원 도우미,2018-11-06,2018,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182901,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-182871,육아네트워크를 위한 공간/차량 등의 민간지원 활성화 요청,육아네트워크를 위한 공간/차량 등의 민간지원 활성화 요청,2018-11-01,2018,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182871,직접키워드 (육아),상,직접관련,ver1 수집
PROP-182870,육아정보 채널을 일원화해주세요.,육아정보 채널을 일원화해주세요.,2018-11-01,2018,4.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182870,직접키워드 (육아),상,직접관련,ver1 수집
PROP-182867,아이와 부모의 목소리가 담긴 공공놀이터를 만들어주세요.,아이와 부모의 목소리가 담긴 공공놀이터를 만들어주세요.,2018-11-01,2018,17.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182867,조합규칙 (공원|시설|편의|놀이+아이|유아|영유아|키즈|유모차|양육),중,조합관련,ver1 수집
PROP-182866,다둥이가족은 차 없으면 아무데도 못나가나요?,다둥이가족은 차 없으면 아무데도 못나가나요?,2018-11-01,2018,41.0,3,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182866,직접키워드 (다둥이),상,직접관련,ver1 수집
PROP-182865,육아....아빠들의 교육이 절실합니다.,육아....아빠들의 교육이 절실합니다.,2018-11-01,2018,18.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182865,직접키워드 (육아),상,직접관련,ver1 수집
PROP-182862,서울시 내 자치구별 다둥이 혜택을 통일시켜주세요!,서울시 내 자치구별 다둥이 혜택을 통일시켜주세요!,2018-11-01,2018,16.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182862,직접키워드 (다둥이),상,직접관련,ver1 수집
PROP-182859,임신육아 전문  컨설턴트가 필요합니다,임신육아 전문  컨설턴트가 필요합니다,2018-11-01,2018,34.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182859,직접키워드 (임신),상,직접관련,ver1 수집
PROP-182858,민방위 교육에 남편육아교육을 넣어주세요^^,민방위 교육에 남편육아교육을 넣어주세요^^,2018-11-01,2018,37.0,13,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182858,직접키워드 (육아),상,직접관련,ver1 수집
PROP-182856,"아이, 엄마를 대상으로 한 시간제보육통합센터를 마련해주시면 좋겠습니다!","아이, 엄마를 대상으로 한 시간제보육통합센터를 마련해주시면 좋겠습니다!",2018-11-01,2018,39.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182856,직접키워드 (보육),상,직접관련,ver1 수집
PROP-182827,경로당과 육아돌보미의 결합,경로당과 육아돌보미의 결합,2018-10-29,2018,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182827,직접키워드 (육아),상,직접관련,ver1 수집
PROP-182826,지하철 내 임산부 알림 경보 설치 제안,지하철 내 임산부 알림 경보 설치 제안,2018-10-29,2018,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182826,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-182797,임산부 배려석에 핑크라이트 설치,임산부 배려석에 핑크라이트 설치,2018-10-26,2018,21.0,4,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182797,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-182764,구직자 임시 보육소,구직자 임시 보육소,2018-10-23,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182764,직접키워드 (보육),상,직접관련,ver1 수집
PROP-182746,"하나의 정책으로 일자리도 창출하고, 저출산 문제도 해결!","하나의 정책으로 일자리도 창출하고, 저출산 문제도 해결!",2018-10-22,2018,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182746,직접키워드 (출산),상,직접관련,ver1 수집
PROP-182741,임산부 배려석이 아닌 임산부석을 마련해주세요,임산부 배려석이 아닌 임산부석을 마련해주세요,2018-10-21,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182741,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-182675,임신부 배려석 관련,임신부 배려석 관련,2018-10-13,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182675,직접키워드 (임신),상,직접관련,ver1 수집
