제안ID,제안제목,제안본문내용,등록일자,연도,공감수,댓글수,답변여부,자치구,임시_대분류,임시_중분류,임시_세분류,임시_생애주기,임시_담당부서,원문URL,출산양육관련여부,분류근거_키워드,분류신뢰도,수집방식,제외사유,대분류,중분류,소분류,보정필터_소스
PROP-183452,임산부가 살만한 세상 만들기,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183452,2018-12-21,2018,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183452,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-183344,전철 임산부 보호석 보완,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183344,2018-12-12,2018,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183344,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-183154,대중교통 임산부 배려석을 위한 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183154,2018-11-29,2018,14.0,2,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183154,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-183129,보건소에서 예비맘을 위한 예비맘 키트를 제공해주셨으면 좋겠어요,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183129,2018-11-27,2018,294.0,25,Y,미상,임신·난임·생식건강,난임 주사·보건소 접근성,난임 주사 보건소 허용,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183129,직접관련,예비맘,상,확장 1차 생활키워드 수집,,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,신규추가7586_제목본문기준
PROP-183075,다둥이맘카드,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183075,2018-11-22,2018,0.0,0,N,미상,다자녀·양육비·생활지원,다자녀 기준·혜택,다자녀 인정 기준 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183075,직접관련,다둥이,상,기존 1차 직접키워드 수집,,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,신규추가7586_제목본문기준
PROP-183047,지하철 임산부 배려석 활성화 방안(임산부카드+교통카드),https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183047,2018-11-19,2018,1.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183047,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-183038,지하철 임산부좌석(핑크카펫)의 수를 줄여주세요,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183038,2018-11-18,2018,10.0,2,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183038,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-182912,키움센터 밤대,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182912,2018-11-06,2018,0.0,0,N,미상,보육·돌봄 인프라,초등돌봄·방과후·키움센터,초등 방과후·늘봄,영유아·초등 돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182912,직접관련,키움센터,상,기존 1차 직접키워드 수집,,보육·돌봄 인프라,초등돌봄,초등돌봄·방과후,신규추가7586_제목본문기준
PROP-182914,키움센터 반대,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182914,2018-11-06,2018,0.0,0,N,미상,보육·돌봄 인프라,초등돌봄·방과후·키움센터,초등 방과후·늘봄,영유아·초등 돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182914,직접관련,키움센터,상,기존 1차 직접키워드 수집,,보육·돌봄 인프라,초등돌봄,초등돌봄·방과후,신규추가7586_제목본문기준
PROP-182866,다둥이가족은 차 없으면 아무데도 못나가나요?,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182866,2018-11-01,2018,41.0,3,N,미상,다자녀·양육비·생활지원,다자녀 기준·혜택,다자녀 인정 기준 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182866,직접관련,다둥이,상,기존 1차 직접키워드 수집,,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,신규추가7586_제목본문기준
PROP-182862,서울시 내 자치구별 다둥이 혜택을 통일시켜주세요!,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182862,2018-11-01,2018,16.0,0,N,미상,다자녀·양육비·생활지원,다자녀 기준·혜택,다자녀 인정 기준 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182862,직접관련,다둥이,상,기존 1차 직접키워드 수집,,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,신규추가7586_제목본문기준
PROP-182826,지하철 내 임산부 알림 경보 설치 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182826,2018-10-29,2018,2.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182826,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-182797,임산부 배려석에 핑크라이트 설치,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182797,2018-10-26,2018,21.0,4,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182797,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-182741,임산부 배려석이 아닌 임산부석을 마련해주세요,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182741,2018-10-21,2018,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182741,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-182580,지하철 임산부 배려석에 외국인들을 위한 안내가 있어야 할 것 같습니다,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182580,2018-10-03,2018,2.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182580,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-182581,임산부 배려석에 임산부만 앉을 수 있는 장치를 설치해주세요.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182581,2018-10-03,2018,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182581,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-182481,임산부석 영어 팻말,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182481,2018-09-23,2018,0.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182481,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-182392,서울시립대학 을 폐교하고 신혼부부용 아파트를 건설합시다,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182392,2018-09-17,2018,1.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182392,직접관련,신혼부부,상,기존 1차 직접키워드 수집,,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신규추가7586_제목본문기준
PROP-182378,임산부 배려석? 생각의 전환으로! 임산부 배려뱃지!,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182378,2018-09-15,2018,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182378,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-182221,청년및 신혼부부희망주택 정책제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182221,2018-09-09,2018,0.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182221,직접관련,신혼부부,상,기존 1차 직접키워드 수집,,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신규추가7586_제목본문기준
PROP-182211,신혼부부 영구주택 100만호 건설합시다.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182211,2018-09-08,2018,0.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182211,직접관련,신혼부부,상,기존 1차 직접키워드 수집,,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신규추가7586_제목본문기준
PROP-182200,상도유치원,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182200,2018-09-07,2018,0.0,1,N,미상,보육·돌봄 인프라,어린이집·유치원,어린이집 운영·확충,영유아·초등 돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182200,직접관련,유치원,상,기존 1차 직접키워드 수집,,보육·돌봄 인프라,어린이집·유치원,보육시설·유아교육,신규추가7586_제목본문기준
PROP-182192,"장애인, 기초수급자, 한부모가정 등 이사시 에어컨 보일러 점검 서비스 해야",https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182192,2018-09-06,2018,0.0,0,N,미상,취약·다양가족 사각지대,한부모·미혼모/부,한부모·미혼모 지원,사각지대 보호,가족지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182192,직접관련,한부모,상,기존 1차 직접키워드 수집,,취약·다양가족 사각지대,한부모·위기임산부,한부모·미혼부모·위기임산부,신규추가7586_제목본문기준
PROP-182151,각 구마다 산모을 위한 산모요가 프로그램?,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182151,2018-09-03,2018,0.0,0,N,미상,출산·산후 초기지원,산후조리·도우미,산후조리·산모 회복 지원,출산 직후,가족건강팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182151,직접관련,산모,상,기존 1차 직접키워드 수집,,출산·산후 초기지원,산후조리,산후조리·산모도우미,신규추가7586_제목본문기준
PROP-181809,서울 및 수도권 지하철에 있는 &#34;임산부 배려석&#34; 개선 요청합니다.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181809,2018-07-20,2018,1.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181809,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-181777,임산부석 좌석 알람제,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181777,2018-07-16,2018,0.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181777,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-181602,다문화 가정 자녀들의 교육권을 보장하기 위한 정책 제안합니다,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181602,2018-06-23,2018,0.0,1,N,미상,다자녀·양육비·생활지원,생활비·공공요금·문화비,양육 생활비 부담 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181602,조합관련,교육·프로그램: 교육 + 자녀,중,2차 문맥조합 수집,,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,신규추가7586_제목본문기준
PROP-181300,유아용 체험학습장소 실내식사장소 확대해주세요,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181300,2018-05-23,2018,0.0,1,N,미상,다자녀·양육비·생활지원,교육비·서울런,서울런·교육비 지원,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181300,조합관련,교육·프로그램: 체험 + 유아,중,2차 문맥조합 수집,,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,신규추가7586_제목본문기준
PROP-181060,서울지하철에 임산부 핑크라이트 설치를 제안합니다,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181060,2018-04-25,2018,7.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181060,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-181051,서울시 산후도우미 관련 적용기준이 궁금합니다.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181051,2018-04-24,2018,1.0,0,N,미상,출산·산후 초기지원,산후조리·도우미,산후조리·산모 회복 지원,출산 직후,가족건강팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181051,직접관련,산후,상,기존 1차 직접키워드 수집,,출산·산후 초기지원,산후조리,산후조리·산모도우미,신규추가7586_제목본문기준
PROP-181019,임산부석 희망고문은 이제 그만,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181019,2018-04-19,2018,12.0,2,Y,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181019,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-181006,서울시 지하철에 임산부배려석 알람 설치 제안합니다,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181006,2018-04-18,2018,3.0,3,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181006,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-180672,서울 다둥이카드 혜택을 줄이지 말아주세요,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180672,2018-03-25,2018,1.0,2,N,미상,다자녀·양육비·생활지원,다자녀 기준·혜택,다자녀 인정 기준 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180672,직접관련,다둥이,상,기존 1차 직접키워드 수집,,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,신규추가7586_제목본문기준
PROP-180560,임산부석을 바꿔주세요,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180560,2018-03-09,2018,1.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180560,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-180512,"초등학교 병설유치원신설필수,,,,,,,,,,,,,,,,,,,,,,,,,,",https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180512,2018-03-04,2018,0.0,1,N,미상,보육·돌봄 인프라,어린이집·유치원,어린이집 운영·확충,영유아·초등 돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180512,직접관련,유치원,상,기존 1차 직접키워드 수집,,보육·돌봄 인프라,어린이집·유치원,보육시설·유아교육,신규추가7586_제목본문기준
PROP-180506,임산부석 희망고문은 이제 그만,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180506,2018-03-03,2018,8.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180506,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-180451,제안 제목 : “임산부의 교통카드 발급으로 공공교통요금 면제” 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180451,2018-02-22,2018,0.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180451,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-180443,지하철 역 내 수유실 환경개선이 필요해요!,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180443,2018-02-21,2018,10.0,1,N,미상,주거·교통·도시생활환경,유모차·교통 접근성,유모차 대중교통 접근성,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180443,직접관련,수유실,상,확장 1차 생활키워드 수집,,보육·돌봄 인프라,아동 놀이·체험공간,공공키즈카페·수유실·유아휴게실,신규추가7586_제목본문기준
PROP-180438,신혼부부 임대 주택 신청 기준,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180438,2018-02-20,2018,1.0,1,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180438,직접관련,신혼부부,상,기존 1차 직접키워드 수집,,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신규추가7586_제목본문기준
PROP-180422,서울시 25개 자치구청 보건소 예방접종 의료진료기록 평생관리 개선토록 개선,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180422,2018-02-17,2018,2.0,1,N,미상,임신·난임·생식건강,난임 주사·보건소 접근성,난임 주사 보건소 허용,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180422,직접관련,예방접종,상,확장 1차 생활키워드 수집,,보육·돌봄 인프라,아동 건강·의료 접근성,소아응급·야간진료·영유아검진,신규추가7586_제목본문기준
PROP-180374,지하철 임산부석 보완할 점 제안합니다.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180374,2018-02-08,2018,9.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180374,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-180344,유치원 버스에  차량용 공기 청정기를 제안 합니다.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180344,2018-02-05,2018,0.0,1,N,미상,보육·돌봄 인프라,어린이집·유치원,어린이집 운영·확충,영유아·초등 돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180344,직접관련,유치원,상,기존 1차 직접키워드 수집,,보육·돌봄 인프라,어린이집·유치원,보육시설·유아교육,신규추가7586_제목본문기준
PROP-180332,지하철 임산부석 폐지와 (초기)임산부 표식 배포를 청원 드립니다.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180332,2018-02-04,2018,1.0,2,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180332,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-180253,미세먼지 대피소로 아이들을 위한 대형실내놀이터를 제안합니다!!,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180253,2018-01-24,2018,13.0,11,N,미상,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180253,직접관련,실내놀이터,상,확장 1차 생활키워드 수집,,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,신규추가7586_제목본문기준
PROP-180213,임산부 지정석 진동 알림 안내,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180213,2018-01-19,2018,0.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180213,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-180149,지역에 유아교육을 위해 &#34;관인유치원 추가&#34; 설립해 줘야,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180149,2018-01-13,2018,0.0,2,N,미상,보육·돌봄 인프라,어린이집·유치원,어린이집 운영·확충,영유아·초등 돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180149,직접관련,유치원,상,기존 1차 직접키워드 수집,,보육·돌봄 인프라,어린이집·유치원,보육시설·유아교육,신규추가7586_제목본문기준
PROP-180134,지하철 임산부 좌석 관련,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180134,2018-01-11,2018,10.0,2,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180134,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-180131,서울시 산후도우미 지원 7월부터 시행,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180131,2018-01-10,2018,1.0,1,N,미상,출산·산후 초기지원,산후조리·도우미,산후조리·산모 회복 지원,출산 직후,가족건강팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180131,직접관련,산후,상,기존 1차 직접키워드 수집,,출산·산후 초기지원,산후조리,산후조리·산모도우미,신규추가7586_제목본문기준
PROP-180034,지하철 임산부 좌석,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180034,2017-12-19,2017,0.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180034,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-180018,임산부배려석 착석 태그,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180018,2017-12-15,2017,3.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180018,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-180013,지하철 임산부배려석 계속 유지해야 할까요?,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180013,2017-12-14,2017,7.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180013,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-179975,한부모 카드 발급을 통한 차등제 지원,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=179975,2017-12-09,2017,3.0,1,N,미상,취약·다양가족 사각지대,한부모·미혼모/부,한부모·미혼모 지원,사각지대 보호,가족지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=179975,직접관련,한부모,상,기존 1차 직접키워드 수집,,취약·다양가족 사각지대,한부모·위기임산부,한부모·미혼부모·위기임산부,신규추가7586_제목본문기준
PROP-179981,한부모소득탈락 유예기간을 주세요,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=179981,2017-12-09,2017,2.0,1,N,미상,취약·다양가족 사각지대,한부모·미혼모/부,한부모·미혼모 지원,사각지대 보호,가족지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=179981,직접관련,한부모,상,기존 1차 직접키워드 수집,,취약·다양가족 사각지대,한부모·위기임산부,한부모·미혼부모·위기임산부,신규추가7586_제목본문기준
PROP-179928,대중교통 임산부석 관련 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=179928,2017-12-02,2017,6.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=179928,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-179861,핑크색 임산부보호석 제도 폐지,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=179861,2017-11-23,2017,2.0,2,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=179861,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
